   14   24   30    1   14     /SILICON            /GCR PROJECT      
--------------------------------------------------------------------------------
   8.00000   8.34783   8.69565   9.04348   9.39130   9.73913  10.08696  10.43478
  10.78261  11.13043  11.47826  11.82609  12.17391  12.52174  12.86957  13.21739
  13.56522  13.91304  14.26087  14.60870  14.95652  15.30435  15.65217  16.00000
  -0.69897  -0.53086  -0.36276  -0.19465  -0.02655   0.14156   0.30966   0.47777
   0.64587   0.81398   0.98209   1.15019   1.31830   1.48640   1.65451   1.82261
   1.99072   2.15882   2.32693   2.49504   2.66314   2.83125   2.99935   3.16746
   3.33556   3.50367   3.67177   3.83988   4.00799   4.17609
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 1   / DATE= 18/03/13
  -7.68921  -7.68052  -7.66632  -7.64543  -7.61454  -7.57070  -7.51291  -7.44008
  -7.71935  -7.71935  -7.71934  -7.71934  -7.71935  -7.71933  -7.71907  -7.71797
  -7.71635  -7.71593  -7.71490  -7.71261  -7.71094  -7.70960  -7.70727  -7.70291
  -7.69737  -7.69029  -7.67940  -7.66103  -7.63396  -7.59575  -7.54200  -7.47453
  -7.72486  -7.72486  -7.72486  -7.72485  -7.72484  -7.72482  -7.72481  -7.72481
  -7.72442  -7.72294  -7.72193  -7.72169  -7.72038  -7.71779  -7.71463  -7.71148
  -7.70754  -7.70115  -7.69106  -7.67699  -7.65428  -7.61918  -7.57177  -7.51064
  -7.73336  -7.73336  -7.73338  -7.73339  -7.73335  -7.73332  -7.73348  -7.73299
  -7.73170  -7.73109  -7.73020  -7.72898  -7.72874  -7.72751  -7.72494  -7.72215
  -7.71825  -7.71271  -7.70468  -7.69187  -7.67220  -7.64299  -7.60098  -7.54557
  -7.74350  -7.74354  -7.74366  -7.74369  -7.74348  -7.74336  -7.74441  -7.74249
  -7.73788  -7.74000  -7.73998  -7.73533  -7.73630  -7.73874  -7.73846  -7.73496
  -7.72892  -7.72428  -7.72051  -7.70724  -7.68951  -7.66803  -7.63053  -7.58042
  -7.75433  -7.75441  -7.75462  -7.75469  -7.75430  -7.75410  -7.75604  -7.75266
  -7.74472  -7.74957  -7.75042  -7.74231  -7.74448  -7.75061  -7.75265  -7.74843
  -7.74023  -7.73649  -7.73701  -7.72328  -7.70749  -7.69379  -7.66084  -7.61613
  -7.76563  -7.76575  -7.76606  -7.76616  -7.76559  -7.76531  -7.76813  -7.76330
  -7.75201  -7.75959  -7.76130  -7.74972  -7.75310  -7.76293  -7.76727  -7.76233
  -7.75198  -7.74915  -7.75396  -7.73978  -7.72594  -7.72004  -7.69168  -7.65242
  -7.77726  -7.77742  -7.77781  -7.77795  -7.77721  -7.77683  -7.78054  -7.77425
  -7.75962  -7.76992  -7.77248  -7.75743  -7.76201  -7.77554  -7.78220  -7.77652
  -7.76402  -7.76210  -7.77122  -7.75659  -7.74470  -7.74662  -7.72287  -7.68909
  -7.78909  -7.78929  -7.78978  -7.78995  -7.78903  -7.78857  -7.79316  -7.78542
  -7.76743  -7.78046  -7.78387  -7.76535  -7.77112  -7.78835  -7.79733  -7.79092
  -7.77626  -7.77526  -7.78868  -7.77360  -7.76368  -7.77343  -7.75429  -7.72602
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 4   / DATE= 18/03/13
 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897
 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897
 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897 -73.69897
 -61.20368 -60.92429 -60.67047 -60.43839 -60.22381 -60.02370 -59.83621 -59.65933
 -59.48860 -59.31667 -59.13528 -58.94597 -58.74406 -58.51382 -58.26169 -57.98290
 -57.66043 -57.30322 -56.92294 -56.53647 -56.18193 -55.90184 -55.71669 -55.60512
 -43.01942 -42.73179 -42.47139 -42.23507 -42.01910 -41.82035 -41.63629 -41.46430
 -41.29999 -41.13713 -40.96912 -40.79547 -40.61177 -40.40661 -40.18264 -39.93557
 -39.65345 -39.34061 -39.00546 -38.66296 -38.34580 -38.09091 -37.91836 -37.81448
 -31.61082 -31.31486 -31.04787 -30.80734 -30.58999 -30.39259 -30.21196 -30.04486
 -29.88697 -29.73318 -29.57861 -29.42042 -29.25459 -29.07489 -28.87913 -28.66314
 -28.42054 -28.15012 -27.85506 -27.54454 -27.23673 -26.94529 -26.66280 -26.37265
 -24.56648 -24.26424 -23.99117 -23.74596 -23.52647 -23.32978 -23.15220 -22.98998
 -22.83860 -22.69362 -22.55160 -22.40854 -22.26052 -22.10412 -21.93530 -21.75017
 -21.54485 -21.31419 -21.05565 -20.76994 -20.46025 -20.12628 -19.76547 -19.39448
 -20.08719 -19.78206 -19.50346 -19.25189 -19.02720 -18.82778 -18.65058 -18.49229
 -18.34692 -18.20846 -18.07421 -17.94090 -17.80558 -17.66599 -17.51798 -17.35755
 -17.18153 -16.98661 -16.77046 -16.53215 -16.27208 -15.98786 -15.67195 -15.33357
 -17.05034 -16.75055 -16.46981 -16.21314 -15.98432 -15.78307 -15.60520 -15.44633
 -15.30203 -15.16772 -15.03888 -14.91215 -14.78548 -14.65724 -14.52297 -14.37970
 -14.22617 -14.05808 -13.87375 -13.67339 -13.45520 -13.21552 -12.94497 -12.64677
 -14.83339 -14.62552 -14.39110 -14.15456 -13.93335 -13.73459 -13.55761 -13.40098
 -13.25934 -13.12672 -13.00099 -12.87974 -12.75987 -12.63810 -12.51285 -12.38265
 -12.24491 -12.09530 -11.93304 -11.75967 -11.57428 -11.36921 -11.13008 -10.85514
 -12.97592 -12.90159 -12.78840 -12.64506 -12.48391 -12.31812 -12.15842 -12.01173
 -11.87761 -11.75213 -11.63283 -11.51724 -11.40271 -11.28691 -11.16957 -11.04858
 -10.92013 -10.78374 -10.63833 -10.48307 -10.31794 -10.12857  -9.89360  -9.59515
 -11.53087 -11.51109 -11.47533 -11.41806 -11.33693 -11.23675 -11.12661 -11.01451
 -10.90468 -10.79764 -10.69210 -10.58730 -10.48245 -10.37627 -10.26740 -10.15430
 -10.03531  -9.90846  -9.77337  -9.63045  -9.47604  -9.28626  -9.03042  -8.67841
 -10.51565 -10.50932 -10.49722 -10.47511 -10.43922 -10.38875 -10.32610 -10.25501
 -10.17884 -10.09910 -10.01609  -9.93024  -9.84171  -9.74983  -9.65372  -9.55152
  -9.44130  -9.32460  -9.19999  -9.06459  -8.91540  -8.72161  -8.44103  -8.03978
  -9.80827  -9.80626  -9.80146  -9.79169  -9.77473  -9.74916  -9.71482  -9.67265
  -9.62383  -9.56931  -9.51052  -9.44692  -9.37747  -9.30214  -9.22076  -9.13269
  -9.03700  -8.93193  -8.81625  -8.68896  -8.54469  -8.34755  -8.04911  -7.62026
  -9.29107  -9.28986  -9.28742  -9.28263  -9.27426  -9.26126  -9.24292  -9.21924
  -9.19016  -9.15557  -9.11621  -9.07185  -9.02157  -8.96506  -8.90130  -8.82948
  -8.74912  -8.65848  -8.55528  -8.43718  -8.29904  -8.10409  -7.80310  -7.37243
  -8.90065  -8.89981  -8.89809  -8.89534  -8.89122  -8.88492  -8.87540  -8.86208
  -8.84519  -8.82422  -8.79743  -8.76779  -8.73528  -8.69445  -8.64693  -8.59267
  -8.52854  -8.45408  -8.36638  -8.26162  -8.13480  -7.95009  -7.66444  -7.26820
  -8.59818  -8.59793  -8.59732  -8.59603  -8.59372  -8.58995  -8.58420  -8.57590
  -8.56513  -8.55207  -8.53610  -8.51732  -8.49528  -8.46845  -8.43596  -8.39655
  -8.34852  -8.29031  -8.21846  -8.12912  -8.01707  -7.84846  -7.58510  -7.22020
  -8.36369  -8.36357  -8.36319  -8.36240  -8.36103  -8.35884  -8.35555  -8.35082
  -8.34423  -8.33566  -8.32559  -8.31363  -8.29900  -8.28091  -8.25837  -8.23040
  -8.19584  -8.15212  -8.09577  -8.02328  -7.92842  -7.78129  -7.54947  -7.22591
  -8.18946  -8.18934  -8.18936  -8.18921  -8.18856  -8.18717  -8.18489  -8.18157
  -8.17735  -8.17222  -8.16554  -8.15715  -8.14708  -8.13500  -8.11960  -8.09964
  -8.07418  -8.04132  -7.99761  -7.93930  -7.86143  -7.73998  -7.54799  -7.27809
  -8.06497  -8.06496  -8.06486  -8.06464  -8.06424  -8.06351  -8.06221  -8.06010
  -8.05733  -8.05381  -8.04874  -8.04255  -8.03556  -8.02693  -8.01562  -8.00092
  -7.98217  -7.95719  -7.92309  -7.87646  -7.81167  -7.71070  -7.54968  -7.31446
  -7.97671  -7.97678  -7.97689  -7.97687  -7.97655  -7.97585  -7.97477  -7.97329
  -7.97131  -7.96863  -7.96498  -7.96047  -7.95515  -7.94869  -7.94024  -7.92912
  -7.91479  -7.89564  -7.86885  -7.83099  -7.77766  -7.69459  -7.55981  -7.35603
  -7.91756  -7.91763  -7.91773  -7.91770  -7.91736  -7.91673  -7.91596  -7.91517
  -7.91383  -7.91152  -7.90879  -7.90557  -7.90151  -7.89640  -7.88984  -7.88122
  -7.86984  -7.85454  -7.83288  -7.80174  -7.75752  -7.68906  -7.57653  -7.40104
  -7.88153  -7.88153  -7.88152  -7.88153  -7.88155  -7.88146  -7.88103  -7.88005
  -7.87866  -7.87705  -7.87499  -7.87246  -7.86932  -7.86514  -7.85987  -7.85308
  -7.84384  -7.83121  -7.81387  -7.78897  -7.75027  -7.69204  -7.59855  -7.44518
  -7.86489  -7.86489  -7.86489  -7.86489  -7.86489  -7.86481  -7.86448  -7.86373
  -7.86268  -7.86142  -7.85974  -7.85769  -7.85511  -7.85154  -7.84708  -7.84145
  -7.83382  -7.82339  -7.80876  -7.78730  -7.75444  -7.70560  -7.62643  -7.49325
  -7.86370  -7.86371  -7.86372  -7.86372  -7.86367  -7.86353  -7.86323  -7.86269
  -7.86193  -7.86091  -7.85951  -7.85766  -7.85532  -7.85246  -7.84869  -7.84380
  -7.83757  -7.82865  -7.81581  -7.79761  -7.77072  -7.72885  -7.65874  -7.54293
  -7.87490  -7.87492  -7.87495  -7.87494  -7.87486  -7.87469  -7.87442  -7.87406
  -7.87350  -7.87262  -7.87146  -7.86985  -7.86771  -7.86516  -7.86196  -7.85786
  -7.85247  -7.84478  -7.83369  -7.81772  -7.79389  -7.75760  -7.69764  -7.59660
  -7.89598  -7.89599  -7.89599  -7.89599  -7.89598  -7.89593  -7.89576  -7.89540
  -7.89477  -7.89390  -7.89304  -7.89179  -7.88991  -7.88768  -7.88491  -7.88117
  -7.87605  -7.86931  -7.85980  -7.84567  -7.82476  -7.79309  -7.74094  -7.65284
  -7.92190  -7.92190  -7.92190  -7.92190  -7.92190  -7.92185  -7.92166  -7.92124
  -7.92081  -7.92045  -7.91965  -7.91824  -7.91645  -7.91456  -7.91218  -7.90888
  -7.90443  -7.89840  -7.88991  -7.87750  -7.85884  -7.83086  -7.78489  -7.70455
  -7.94971  -7.94973  -7.94975  -7.94975  -7.94968  -7.94954  -7.94939  -7.94926
  -7.94902  -7.94844  -7.94736  -7.94638  -7.94541  -7.94331  -7.94087  -7.93825
  -7.93446  -7.92908  -7.92153  -7.91069  -7.89434  -7.86901  -7.82619  -7.74846
  -7.97868  -7.97872  -7.97877  -7.97875  -7.97860  -7.97837  -7.97828  -7.97848
  -7.97843  -7.97755  -7.97617  -7.97568  -7.97560  -7.97324  -7.97069  -7.96877
  -7.96567  -7.96092  -7.95429  -7.94503  -7.93103  -7.90828  -7.86839  -7.79281
  -8.00841  -8.00846  -8.00854  -8.00852  -8.00828  -8.00796  -8.00792  -8.00847
  -8.00863  -8.00744  -8.00577  -8.00575  -8.00655  -8.00393  -8.00129  -8.00008
  -7.99767  -7.99355  -7.98783  -7.98019  -7.96855  -7.94841  -7.91148  -7.83800
  -8.03864  -8.03871  -8.03882  -8.03879  -8.03846  -8.03804  -8.03806  -8.03897
  -8.03934  -8.03785  -8.03587  -8.03634  -8.03802  -8.03512  -8.03239  -8.03192
  -8.03021  -8.02670  -8.02190  -8.01589  -8.00662  -7.98912  -7.95516  -7.88375
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 5   / DATE= 18/03/13
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568
 -71.99568 -71.99568 -71.99568 -71.99568 -71.99568 -71.99567 -71.99565 -71.99550
 -60.70339 -60.70339 -60.70339 -60.70340 -60.70340 -60.70339 -60.70335 -60.70326
 -60.70300 -60.70221 -60.69949 -60.69141 -60.66778 -60.59804 -60.42807 -60.11490
 -59.67542 -59.16022 -58.60066 -58.00167 -57.36365 -56.68595 -55.96362 -55.20754
 -44.49175 -44.49175 -44.49175 -44.49175 -44.49175 -44.49175 -44.49174 -44.49173
 -44.49171 -44.49164 -44.49137 -44.49061 -44.48845 -44.48118 -44.45841 -44.39410
 -44.23647 -43.93294 -43.49402 -42.96869 -42.38903 -41.76347 -41.09573 -40.38973
 -32.98379 -32.98379 -32.98379 -32.98379 -32.98379 -32.98379 -32.98378 -32.98378
 -32.98378 -32.98379 -32.98376 -32.98372 -32.98371 -32.98316 -32.98193 -32.97971
 -32.97167 -32.94424 -32.85892 -32.64213 -32.25612 -31.74121 -31.15221 -30.51479
 -25.24567 -25.24567 -25.24567 -25.24567 -25.24567 -25.24567 -25.24567 -25.24567
 -25.24567 -25.24566 -25.24568 -25.24567 -25.24557 -25.24577 -25.24561 -25.24365
 -25.24177 -25.23674 -25.21785 -25.16370 -25.01598 -24.71385 -24.25716 -23.70732
 -19.91339 -19.91339 -19.91339 -19.91339 -19.91339 -19.91339 -19.91339 -19.91339
 -19.91339 -19.91339 -19.91339 -19.91339 -19.91338 -19.91339 -19.91334 -19.91301
 -19.91213 -19.91015 -19.90468 -19.88718 -19.83744 -19.70755 -19.42830 -19.00322
 -16.18857 -16.18857 -16.18857 -16.18857 -16.18857 -16.18857 -16.18858 -16.18858
 -16.18858 -16.18855 -16.18860 -16.18873 -16.18876 -16.18878 -16.18872 -16.18827
 -16.18742 -16.18618 -16.18382 -16.17727 -16.15941 -16.10917 -15.97639 -15.70621
 -13.64687 -13.64687 -13.64687 -13.64688 -13.64688 -13.64688 -13.64685 -13.64682
 -13.64685 -13.64695 -13.64674 -13.64614 -13.64594 -13.64609 -13.64604 -13.64535
 -13.64464 -13.64412 -13.64310 -13.64002 -13.63157 -13.60825 -13.54324 -13.38605
 -11.92546 -11.92546 -11.92546 -11.92546 -11.92546 -11.92546 -11.92545 -11.92544
 -11.92544 -11.92546 -11.92542 -11.92535 -11.92543 -11.92543 -11.92542 -11.92565
 -11.92431 -11.92257 -11.92259 -11.91996 -11.91341 -11.89992 -11.86300 -11.76850
 -10.74290 -10.74291 -10.74291 -10.74290 -10.74288 -10.74289 -10.74293 -10.74298
 -10.74299 -10.74291 -10.74307 -10.74317 -10.74198 -10.74103 -10.74130 -10.74156
 -10.74080 -10.73922 -10.73779 -10.73663 -10.73312 -10.72339 -10.70142 -10.64387
  -9.92186  -9.92185  -9.92185  -9.92188  -9.92191  -9.92190  -9.92178  -9.92160
  -9.92149  -9.92153  -9.92139  -9.92106  -9.92121  -9.92104  -9.92027  -9.91988
  -9.91957  -9.91882  -9.91770  -9.91722  -9.91448  -9.90621  -9.89191  -9.85666
  -9.35038  -9.35037  -9.35037  -9.35038  -9.35039  -9.35039  -9.35035  -9.35029
  -9.35024  -9.35023  -9.35023  -9.35024  -9.35033  -9.34994  -9.34927  -9.34928
  -9.34898  -9.34815  -9.34738  -9.34612  -9.34393  -9.33984  -9.33031  -9.30697
  -8.95679  -8.95671  -8.95672  -8.95692  -8.95717  -8.95707  -8.95624  -8.95488
  -8.95373  -8.95343  -8.95356  -8.95352  -8.95345  -8.95350  -8.95367  -8.95374
  -8.95361  -8.95353  -8.95351  -8.95190  -8.94912  -8.94595  -8.94015  -8.92570
  -8.67983  -8.67982  -8.67982  -8.67984  -8.67987  -8.67986  -8.67977  -8.67961
  -8.67948  -8.67944  -8.67945  -8.67951  -8.67974  -8.67907  -8.67774  -8.67757
  -8.67768  -8.67768  -8.67787  -8.67690  -8.67510  -8.67309  -8.66895  -8.65836
  -8.48995  -8.48995  -8.48995  -8.48996  -8.48997  -8.48997  -8.48992  -8.48988
  -8.48993  -8.49011  -8.48976  -8.48880  -8.48858  -8.48869  -8.48860  -8.48857
  -8.48871  -8.48857  -8.48762  -8.48657  -8.48564  -8.48440  -8.48164  -8.47478
  -8.35976  -8.35976  -8.35976  -8.35976  -8.35976  -8.35976  -8.35975  -8.35974
  -8.35974  -8.35975  -8.35973  -8.35966  -8.35961  -8.35973  -8.35972  -8.35903
  -8.35864  -8.35876  -8.35872  -8.35831  -8.35734  -8.35573  -8.35346  -8.34901
  -8.26769  -8.26769  -8.26769  -8.26769  -8.26770  -8.26769  -8.26769  -8.26769
  -8.26769  -8.26769  -8.26768  -8.26766  -8.26762  -8.26771  -8.26769  -8.26711
  -8.26677  -8.26689  -8.26689  -8.26659  -8.26578  -8.26450  -8.26329  -8.26046
  -8.19943  -8.19943  -8.19943  -8.19943  -8.19943  -8.19943  -8.19943  -8.19943
  -8.19943  -8.19943  -8.19943  -8.19944  -8.19942  -8.19948  -8.19945  -8.19898
  -8.19867  -8.19875  -8.19880  -8.19844  -8.19795  -8.19747  -8.19608  -8.19373
  -8.14721  -8.14721  -8.14721  -8.14721  -8.14721  -8.14721  -8.14721  -8.14721
  -8.14721  -8.14721  -8.14721  -8.14722  -8.14722  -8.14721  -8.14721  -8.14721
  -8.14694  -8.14661  -8.14663  -8.14632  -8.14595  -8.14589  -8.14521  -8.14338
  -8.10639  -8.10639  -8.10639  -8.10639  -8.10639  -8.10639  -8.10639  -8.10639
  -8.10639  -8.10639  -8.10639  -8.10639  -8.10640  -8.10638  -8.10639  -8.10646
  -8.10618  -8.10581  -8.10586  -8.10557  -8.10522  -8.10524  -8.10467  -8.10327
  -8.07272  -8.07272  -8.07272  -8.07272  -8.07272  -8.07272  -8.07272  -8.07272
  -8.07272  -8.07272  -8.07272  -8.07272  -8.07272  -8.07273  -8.07273  -8.07271
  -8.07278  -8.07271  -8.07230  -8.07219  -8.07215  -8.07172  -8.07133  -8.07062
  -8.04425  -8.04425  -8.04425  -8.04425  -8.04425  -8.04425  -8.04425  -8.04425
  -8.04425  -8.04425  -8.04425  -8.04425  -8.04425  -8.04425  -8.04425  -8.04423
  -8.04430  -8.04424  -8.04385  -8.04375  -8.04372  -8.04331  -8.04292  -8.04242
  -8.01926  -8.01926  -8.01926  -8.01926  -8.01926  -8.01926  -8.01926  -8.01926
  -8.01926  -8.01926  -8.01926  -8.01926  -8.01926  -8.01927  -8.01926  -8.01925
  -8.01931  -8.01925  -8.01890  -8.01874  -8.01882  -8.01887  -8.01863  -8.01820
  -7.99649  -7.99649  -7.99649  -7.99649  -7.99649  -7.99649  -7.99649  -7.99649
  -7.99649  -7.99649  -7.99649  -7.99649  -7.99649  -7.99649  -7.99649  -7.99648
  -7.99653  -7.99647  -7.99614  -7.99600  -7.99605  -7.99601  -7.99586  -7.99620
  -7.97399  -7.97399  -7.97399  -7.97399  -7.97399  -7.97399  -7.97399  -7.97399
  -7.97399  -7.97399  -7.97399  -7.97399  -7.97399  -7.97399  -7.97399  -7.97398
  -7.97402  -7.97396  -7.97365  -7.97355  -7.97354  -7.97333  -7.97323  -7.97445
  -7.95150  -7.95150  -7.95150  -7.95150  -7.95150  -7.95150  -7.95150  -7.95150
  -7.95150  -7.95150  -7.95150  -7.95150  -7.95149  -7.95150  -7.95150  -7.95149
  -7.95152  -7.95145  -7.95117  -7.95110  -7.95103  -7.95064  -7.95060  -7.95268
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 6   / DATE= 18/03/13
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716 -71.98716
 -71.82999 -71.81387 -71.78030 -71.71166 -71.58660 -71.39416 -71.14066 -70.84366
 -70.51983 -70.18192 -69.83772 -69.48922 -69.13331 -68.77211 -68.40893 -68.03984
 -67.66273 -67.26939 -66.84632 -66.38508 -65.87393 -65.30529 -64.70029 -64.10079
 -52.86806 -52.86246 -52.85044 -52.82377 -52.76806 -52.66468 -52.49800 -52.26624
 -51.98249 -51.66583 -51.33211 -50.99071 -50.64622 -50.29963 -49.95112 -49.60232
 -49.25231 -48.90041 -48.54692 -48.18944 -47.82388 -47.44491 -47.04774 -46.63246
 -38.68326 -38.68288 -38.68204 -38.68016 -38.67597 -38.66684 -38.64718 -38.60632
 -38.52699 -38.38983 -38.18500 -37.92054 -37.61515 -37.28731 -36.94855 -36.60463
 -36.25816 -35.91020 -35.56111 -35.21100 -34.85944 -34.50517 -34.14689 -33.78541
 -29.16014 -29.16011 -29.16005 -29.15995 -29.15975 -29.15933 -29.15827 -29.15574
 -29.15008 -29.13798 -29.11274 -29.06207 -28.96794 -28.81254 -28.58900 -28.31027
 -27.99633 -27.66304 -27.32167 -26.97470 -26.62370 -26.27111 -25.91432 -25.55491
 -22.64779 -22.64778 -22.64776 -22.64774 -22.64775 -22.64782 -22.64782 -22.64759
 -22.64697 -22.64594 -22.64440 -22.64181 -22.63665 -22.62530 -22.60050 -22.54904
 -22.45057 -22.28763 -22.05656 -21.76780 -21.44225 -21.09364 -20.73111 -20.36071
 -18.14883 -18.14883 -18.14883 -18.14883 -18.14883 -18.14881 -18.14880 -18.14882
 -18.14889 -18.14894 -18.14889 -18.14876 -18.14871 -18.14789 -18.14589 -18.14388
 -18.13861 -18.12495 -18.09560 -18.03364 -17.90705 -17.68902 -17.37884 -17.00770
 -15.04023 -15.04023 -15.04025 -15.04027 -15.04024 -15.04017 -15.04013 -15.04023
 -15.04053 -15.04070 -15.04031 -15.03937 -15.03896 -15.03903 -15.03905 -15.03897
 -15.03846 -15.03667 -15.03211 -15.02279 -14.99888 -14.93501 -14.78613 -14.53631
 -12.92245 -12.92245 -12.92246 -12.92246 -12.92245 -12.92244 -12.92243 -12.92245
 -12.92250 -12.92252 -12.92240 -12.92224 -12.92255 -12.92207 -12.92026 -12.91982
 -12.92011 -12.91979 -12.91840 -12.91392 -12.90379 -12.87981 -12.81666 -12.68408
 -11.48155 -11.48155 -11.48155 -11.48155 -11.48155 -11.48157 -11.48158 -11.48156
 -11.48150 -11.48148 -11.48160 -11.48169 -11.48100 -11.48032 -11.48028 -11.47943
 -11.47882 -11.47878 -11.47736 -11.47454 -11.46953 -11.45757 -11.42569 -11.35299
 -10.48819 -10.48818 -10.48816 -10.48815 -10.48817 -10.48825 -10.48830 -10.48818
 -10.48780 -10.48733 -10.48700 -10.48697 -10.48714 -10.48680 -10.48585 -10.48572
 -10.48551 -10.48452 -10.48356 -10.48182 -10.47835 -10.47110 -10.45319 -10.41197
  -9.79834  -9.79834  -9.79835  -9.79835  -9.79835  -9.79832  -9.79827  -9.79820
  -9.79812  -9.79805  -9.79803  -9.79804  -9.79792  -9.79755  -9.79706  -9.79685
  -9.79628  -9.79517  -9.79423  -9.79267  -9.78992  -9.78521  -9.77464  -9.74980
  -9.32184  -9.32186  -9.32193  -9.32198  -9.32190  -9.32160  -9.32118  -9.32085
  -9.32074  -9.32077  -9.32079  -9.32077  -9.32091  -9.32067  -9.31987  -9.31971
  -9.31950  -9.31876  -9.31817  -9.31662  -9.31407  -9.31104  -9.30446  -9.28904
  -8.99093  -8.99093  -8.99093  -8.99093  -8.99093  -8.99093  -8.99089  -8.99080
  -8.99063  -8.99047  -8.99040  -8.99043  -8.99023  -8.99001  -8.98991  -8.98948
  -8.98894  -8.98851  -8.98800  -8.98698  -8.98526  -8.98270  -8.97812  -8.96798
  -8.76240  -8.76240  -8.76240  -8.76240  -8.76240  -8.76241  -8.76241  -8.76241
  -8.76241  -8.76240  -8.76239  -8.76239  -8.76240  -8.76235  -8.76234  -8.76262
  -8.76181  -8.75992  -8.75939  -8.75959  -8.75931  -8.75765  -8.75361  -8.74561
  -8.60650  -8.60650  -8.60650  -8.60650  -8.60650  -8.60650  -8.60650  -8.60650
  -8.60650  -8.60650  -8.60650  -8.60649  -8.60651  -8.60648  -8.60647  -8.60673
  -8.60607  -8.60460  -8.60448  -8.60393  -8.60228  -8.60076  -8.59902  -8.59452
  -8.50376  -8.50376  -8.50376  -8.50376  -8.50376  -8.50376  -8.50376  -8.50376
  -8.50376  -8.50376  -8.50376  -8.50375  -8.50377  -8.50374  -8.50373  -8.50392
  -8.50346  -8.50240  -8.50220  -8.50175  -8.50059  -8.49942  -8.49784  -8.49436
  -8.43996  -8.43996  -8.43996  -8.43996  -8.43996  -8.43996  -8.43996  -8.43996
  -8.43996  -8.43996  -8.43996  -8.43996  -8.43996  -8.43995  -8.43994  -8.44008
  -8.43972  -8.43889  -8.43874  -8.43838  -8.43741  -8.43642  -8.43526  -8.43274
  -8.40466  -8.40466  -8.40466  -8.40466  -8.40466  -8.40466  -8.40466  -8.40466
  -8.40466  -8.40466  -8.40466  -8.40466  -8.40466  -8.40466  -8.40466  -8.40462
  -8.40472  -8.40465  -8.40377  -8.40350  -8.40350  -8.40198  -8.40035  -8.39826
  -8.39022  -8.39022  -8.39022  -8.39022  -8.39022  -8.39022  -8.39022  -8.39022
